usage_id,customer_id,date,data_used_gb,calls_minutes,sms_sent,roaming,network_type
USG01999,CUS0475,2023-09-02,9.37,60,66,0,3G
USG02000,CUS0289,2023-12-30,1.35,40,14,0,3G
USG02001,CUS0253,2023-05-05,58.71,4980,20,1,4G
USG02002,CUS0106,2023-01-22,1.47,75,8,0,4G
USG02003,CUS0135,2023-08-04,20.44,513,29,0,4G
USG02004,CUS0447,2023-09-27,19.66,493,58,0,5G
USG02005,CUS0490,2023-03-16,15.52,571,20,0,5G
USG02006,CUS0184,2023-04-12,19.43,471,63,0,3G
USG02007,CUS0172,2023-07-31,18.74,544,8,0,4G
USG02008,CUS0282,2023-04-19,14.99,513,60,0,3G
USG02009,CUS0341,2023-02-01,6.3,60,63,0,3G
USG02010,CUS0366,2023-03-11,16.94,544,13,0,4G
USG02011,CUS0031,2023-11-07,4.54,166,23,0,5G
USG02012,CUS0112,2023-05-01,57.96,4972,21,0,4G
USG02013,CUS0280,2023-10-26,14.68,564,24,0,3G
USG02014,CUS0171,2023-01-06,5.58,33,27,0,3G
USG02015,CUS0268,2023-09-08,7.18,197,40,0,4G
USG02016,CUS0355,2023-04-03,59.71,4981,32,0,4G
USG02017,CUS0252,2023-07-05,19.18,481,24,0,4G
USG02018,CUS0215,2023-04-26,18.61,479,33,0,3G
USG02019,CUS0060,2023-08-21,18.1,439,58,0,5G
USG02020,CUS0477,2023-07-27,61.17,4940,9,0,4G
USG02021,CUS0054,2023-12-23,58.85,4958,8,0,5G
USG02022,CUS0312,2023-03-27,6.25,124,9,0,4G
USG02023,CUS0224,2023-04-09,3.44,3,34,0,4G
USG02024,CUS0091,2023-03-12,1.06,12,7,0,4G
USG02025,CUS0173,2023-11-03,3.43,96,23,0,4G
USG02026,CUS0122,2023-02-15,0.98,72,10,0,4G
USG02027,CUS0053,2023-04-11,59.28,5048,9,0,4G
USG02028,CUS0413,2023-01-26,1.64,16,31,0,3G
USG02029,CUS0112,2023-04-03,59.46,5042,44,0,4G
USG02030,CUS0215,2023-10-22,18.84,396,30,0,4G
USG02031,CUS0147,2023-03-10,2.69,37,2,1,3G
USG02032,CUS0013,2023-03-19,0.08,70,2,0,4G
USG02033,CUS0357,2023-05-11,6.41,125,26,0,4G
USG02034,CUS0322,2023-08-27,6.56,132,16,0,5G
USG02035,CUS0436,2023-04-12,0.69,113,39,0,4G
USG02036,CUS0480,2023-12-09,19.13,437,17,0,4G
USG02037,CUS0026,2023-09-06,1.05,107,47,0,5G
USG02038,CUS0383,2023-04-01,6.63,189,19,0,4G
USG02039,CUS0343,2023-05-10,17.06,565,20,0,5G
USG02040,CUS0479,2023-11-01,2.41,122,5,0,4G
USG02041,CUS0177,2023-02-22,58.06,5094,47,0,4G
USG02042,CUS0033,2023-10-03,3.49,124,22,0,4G
USG02043,CUS0339,2023-12-29,9.82,227,48,0,5G
USG02044,CUS0122,2023-01-31,2.3,34,13,0,4G
USG02045,CUS0078,2023-02-10,3.02,95,13,0,4G
USG02046,CUS0232,2023-08-29,6.23,104,6,0,5G
USG02047,CUS0058,2023-05-16,0.8,95,21,0,4G
USG02048,CUS0449,2023-07-03,61.2,4903,4,0,5G
USG02049,CUS0224,2023-05-11,0.33,104,25,0,3G
USG02050,CUS0118,2023-07-03,0.45,40,6,0,4G
USG02051,CUS0453,2023-07-18,2.84,185,44,0,4G
USG02052,CUS0104,2023-01-05,19.02,503,37,0,4G
USG02053,CUS0398,2023-03-21,2.35,80,20,0,4G
USG02054,CUS0369,2023-12-29,19.77,506,29,0,4G
USG02055,CUS0251,2023-03-08,0.59,62,36,0,4G
USG02056,CUS0334,2023-07-13,19.0,488,69,0,4G
USG02057,CUS0270,2023-09-24,3.56,199,3,0,4G
USG02058,CUS0389,2023-11-20,0.85,99,20,0,4G
USG02059,CUS0204,2023-08-18,4.39,149,79,1,4G
USG02060,CUS0484,2023-01-10,4.71,127,53,0,4G
USG02061,CUS0268,2023-03-28,4.81,291,3,0,5G
USG02062,CUS0243,2023-01-02,17.51,556,24,0,3G
USG02063,CUS0493,2023-11-08,4.96,63,26,0,4G
USG02064,CUS0205,2023-12-02,7.66,132,9,0,4G
USG02065,CUS0276,2023-04-29,62.6,5048,40,0,4G
USG02066,CUS0350,2023-08-10,1.3,6,52,0,4G
USG02067,CUS0164,2023-05-18,6.06,125,25,0,3G
USG02068,CUS0029,2023-09-26,6.7,198,28,0,4G
USG02069,CUS0165,2023-10-04,0.24,40,23,0,4G
USG02070,CUS0368,2023-06-25,59.49,5016,28,0,4G
USG02071,CUS0196,2023-06-03,16.84,490,41,0,4G
USG02072,CUS0190,2023-03-25,59.71,4986,24,0,3G
USG02073,CUS0196,2023-05-19,17.25,517,41,0,3G
USG02074,CUS0201,2023-11-12,59.33,4985,36,0,4G
USG02075,CUS0176,2023-04-28,61.41,5078,2,0,4G
USG02076,CUS0212,2023-01-14,61.6,4968,41,0,5G
USG02077,CUS0419,2023-02-16,7.73,256,19,0,4G
USG02078,CUS0301,2023-08-24,19.94,353,30,0,4G
USG02079,CUS0127,2023-12-19,13.57,455,6,0,4G
USG02080,CUS0090,2023-04-27,15.04,496,7,0,4G
USG02081,CUS0471,2023-10-17,57.63,4949,18,0,4G
USG02082,CUS0266,2023-03-14,2.72,30,10,0,5G
USG02083,CUS0343,2023-02-12,14.52,531,34,0,3G
USG02084,CUS0276,2023-06-08,61.11,4956,52,0,4G
USG02085,CUS0330,2023-01-11,1.59,161,21,0,5G
USG02086,CUS0003,2023-09-11,19.55,593,24,0,3G
USG02087,CUS0301,2023-08-21,17.85,467,23,0,4G
USG02088,CUS0057,2023-04-28,7.49,159,8,0,4G
USG02089,CUS0322,2023-06-19,10.78,105,52,1,4G
USG02090,CUS0201,2023-11-14,60.03,5037,40,0,4G
USG02091,CUS0037,2023-10-23,7.53,195,63,1,5G
USG02092,CUS0486,2023-03-22,4.61,70,3,0,4G
USG02093,CUS0188,2023-04-26,13.91,528,5,0,5G
USG02094,CUS0228,2023-05-26,1.44,72,23,0,5G
USG02095,CUS0454,2023-02-06,18.1,338,3,0,4G
USG02096,CUS0058,2023-08-12,2.54,25,28,0,4G
USG02097,CUS0073,2023-08-10,60.68,5068,97,0,3G
USG02098,CUS0373,2023-12-29,4.85,188,46,0,4G
USG02099,CUS0216,2023-12-25,0.28,32,46,0,4G
USG02100,CUS0242,2023-11-09,3.47,90,14,0,4G
USG02101,CUS0454,2023-05-25,13.49,435,52,0,4G
USG02102,CUS0078,2023-12-24,8.27,86,34,1,4G
USG02103,CUS0379,2023-11-13,3.09,106,10,0,4G
USG02104,CUS0378,2023-06-03,59.55,4993,7,0,4G
USG02105,CUS0163,2023-01-02,3.98,77,37,0,4G
USG02106,CUS0359,2023-11-14,2.56,54,44,0,5G
USG02107,CUS0169,2023-04-24,13.47,501,35,0,3G
USG02108,CUS0187,2023-04-24,18.51,419,24,0,3G
USG02109,CUS0304,2023-08-15,0.11,141,16,0,4G
USG02110,CUS0430,2023-08-29,1.49,48,25,0,4G
USG02111,CUS0206,2023-05-15,5.14,145,37,0,4G
USG02112,CUS0387,2023-07-11,0.1,2,7,0,4G
USG02113,CUS0471,2023-09-30,60.12,5017,26,0,4G
USG02114,CUS0004,2023-06-25,58.13,5069,45,0,4G
USG02115,CUS0398,2023-01-01,6.3,243,34,0,4G
USG02116,CUS0158,2023-08-23,9.62,138,33,0,4G
USG02117,CUS0362,2023-07-04,0.59,84,20,0,4G
USG02118,CUS0345,2023-12-11,2.61,67,15,0,4G
USG02119,CUS0080,2023-10-18,10.4,215,25,0,3G
USG02120,CUS0387,2023-10-15,2.3,51,21,0,3G
USG02121,CUS0254,2023-06-10,63.67,5049,42,0,3G
USG02122,CUS0348,2023-09-03,1.67,71,45,0,4G
USG02123,CUS0193,2023-12-15,60.54,5012,33,0,3G
USG02124,CUS0003,2023-12-22,15.06,491,54,0,4G
USG02125,CUS0196,2023-06-29,21.12,513,14,0,5G
USG02126,CUS0293,2023-01-18,62.08,4953,10,0,4G
USG02127,CUS0476,2023-09-23,15.28,379,67,1,5G
USG02128,CUS0110,2023-07-05,18.13,331,14,0,4G
USG02129,CUS0386,2023-08-18,2.75,81,17,0,4G
USG02130,CUS0100,2023-10-06,16.51,538,61,0,4G
USG02131,CUS0311,2023-09-13,4.46,146,10,0,4G
USG02132,CUS0404,2023-09-08,61.81,5013,32,0,3G
USG02133,CUS0250,2023-11-17,0.15,147,23,0,4G
USG02134,CUS0123,2023-01-22,2.9,101,6,0,5G
USG02135,CUS0392,2023-10-16,5.57,163,8,0,4G
USG02136,CUS0154,2023-11-03,17.77,517,3,0,4G
USG02137,CUS0429,2023-09-10,17.36,517,20,0,4G
USG02138,CUS0144,2023-04-28,4.79,65,29,1,4G
USG02139,CUS0269,2023-02-08,2.16,52,56,0,3G
USG02140,CUS0250,2023-07-19,1.77,33,64,0,4G
USG02141,CUS0186,2023-08-03,19.35,564,55,0,4G
USG02142,CUS0079,2023-07-30,0.75,1,62,0,4G
USG02143,CUS0094,2023-02-10,14.2,467,61,0,5G
USG02144,CUS0261,2023-11-25,4.67,194,13,0,4G
USG02145,CUS0448,2023-07-15,64.71,4994,46,0,4G
USG02146,CUS0392,2023-05-09,3.35,193,43,0,5G
USG02147,CUS0329,2023-09-14,17.09,541,25,0,4G
USG02148,CUS0002,2023-07-02,6.8,120,21,0,4G
USG02149,CUS0095,2023-01-25,57.56,5026,25,0,4G
USG02150,CUS0370,2023-05-15,16.62,598,30,0,4G
USG02151,CUS0483,2023-04-08,59.73,4956,48,0,3G
USG02152,CUS0101,2023-01-17,0.92,18,25,0,4G
USG02153,CUS0283,2023-12-23,1.77,36,53,0,5G
USG02154,CUS0346,2023-08-05,20.06,631,17,1,3G
USG02155,CUS0316,2023-10-21,59.93,4985,25,0,4G
USG02156,CUS0459,2023-07-29,0.76,9,48,0,4G
USG02157,CUS0423,2023-11-16,3.58,154,42,0,5G
USG02158,CUS0404,2023-03-09,62.02,4999,36,0,4G
USG02159,CUS0160,2023-04-10,60.15,5030,26,0,4G
USG02160,CUS0407,2023-02-24,3.26,141,71,0,4G
USG02161,CUS0271,2023-12-18,5.38,201,35,0,4G
USG02162,CUS0033,2023-07-10,1.5,5,32,1,4G
USG02163,CUS0182,2023-12-09,2.98,63,22,0,4G
USG02164,CUS0023,2023-08-06,62.49,5009,26,0,4G
USG02165,CUS0069,2023-01-25,60.11,4988,15,0,4G
USG02166,CUS0034,2023-05-21,61.09,4987,5,0,4G
USG02167,CUS0083,2023-07-26,3.85,40,1,0,4G
USG02168,CUS0478,2023-02-14,17.88,458,33,0,4G
USG02169,CUS0466,2023-11-23,57.68,4975,2,0,4G
USG02170,CUS0262,2023-09-16,57.28,5004,18,0,3G
USG02171,CUS0204,2023-06-04,8.99,106,33,0,5G
USG02172,CUS0348,2023-10-01,1.94,117,30,0,4G
USG02173,CUS0173,2023-08-10,1.24,73,20,0,4G
USG02174,CUS0043,2023-07-01,6.03,124,14,0,4G
USG02175,CUS0333,2023-09-02,1.99,58,22,0,4G
USG02176,CUS0297,2023-11-02,59.34,4984,10,0,4G
USG02177,CUS0319,2023-09-07,1.17,0,28,0,4G
USG02178,CUS0331,2023-11-21,59.29,4956,68,0,4G
USG02179,CUS0248,2023-04-29,1.18,69,83,0,4G
USG02180,CUS0490,2023-05-24,17.92,458,3,0,3G
USG02181,CUS0370,2023-04-14,15.19,537,2,0,3G
USG02182,CUS0047,2023-07-21,55.96,5001,28,0,4G
USG02183,CUS0269,2023-09-07,5.13,25,50,0,4G
USG02184,CUS0354,2023-11-21,2.79,135,35,0,3G
USG02185,CUS0382,2023-05-15,58.13,5072,33,0,4G
USG02186,CUS0307,2023-01-26,19.18,502,52,0,4G
USG02187,CUS0253,2023-07-05,61.31,4943,12,0,5G
USG02188,CUS0450,2023-02-07,16.35,546,42,0,4G
USG02189,CUS0493,2023-12-18,6.57,136,18,0,3G
USG02190,CUS0211,2023-02-22,60.7,5049,45,0,4G
USG02191,CUS0106,2023-10-02,3.84,132,22,0,4G
USG02192,CUS0231,2023-12-28,5.63,120,36,0,4G
USG02193,CUS0230,2023-09-16,6.76,183,20,1,5G
USG02194,CUS0437,2023-01-09,16.71,503,23,0,4G
USG02195,CUS0230,2023-03-23,0.4,188,7,0,4G
USG02196,CUS0285,2023-11-04,2.5,40,17,0,4G
USG02197,CUS0319,2023-10-31,2.14,17,11,1,4G
USG02198,CUS0471,2023-03-25,60.61,5013,16,0,3G
USG02199,CUS0113,2023-01-15,4.51,107,36,0,4G
USG02200,CUS0500,2023-10-04,2.68,108,28,0,4G
USG02201,CUS0238,2023-09-17,1.17,72,82,1,5G
USG02202,CUS0387,2023-05-10,3.8,30,45,0,4G
USG02203,CUS0003,2023-03-19,17.77,494,24,0,4G
USG02204,CUS0238,2023-03-25,1.0,59,38,0,5G
USG02205,CUS0449,2023-06-15,58.01,4967,22,0,4G
USG02206,CUS0072,2023-11-29,6.21,124,27,0,3G
USG02207,CUS0492,2023-03-17,0.22,45,37,0,5G
USG02208,CUS0465,2023-03-01,3.53,64,18,0,3G
USG02209,CUS0017,2023-09-20,1.75,85,19,0,4G
USG02210,CUS0195,2023-01-26,0.75,72,59,0,4G
USG02211,CUS0131,2023-04-15,6.33,231,0,0,4G
USG02212,CUS0159,2023-04-18,2.8,79,13,0,4G
USG02213,CUS0354,2023-02-13,2.18,15,46,0,4G
USG02214,CUS0381,2023-07-07,59.4,4991,40,0,4G
USG02215,CUS0216,2023-09-15,0.23,8,55,0,4G
USG02216,CUS0323,2023-06-01,1.68,75,40,1,4G
USG02217,CUS0305,2023-01-28,18.28,532,68,0,3G
USG02218,CUS0061,2023-06-14,2.82,51,12,0,4G
USG02219,CUS0477,2023-07-12,58.35,4861,22,0,4G
USG02220,CUS0373,2023-08-18,4.0,94,34,0,4G
USG02221,CUS0434,2023-12-19,1.56,160,16,0,4G
USG02222,CUS0100,2023-02-18,16.86,514,52,0,4G
USG02223,CUS0279,2023-02-24,0.14,21,22,0,3G
USG02224,CUS0213,2023-04-19,2.31,17,61,0,3G
USG02225,CUS0011,2023-04-04,9.65,264,39,0,5G
USG02226,CUS0285,2023-06-27,3.58,18,38,0,4G
USG02227,CUS0024,2023-01-12,59.33,5062,19,0,4G
USG02228,CUS0352,2023-01-20,1.39,11,66,0,4G
USG02229,CUS0321,2023-05-23,18.26,441,22,0,4G
USG02230,CUS0162,2023-03-28,15.48,572,54,0,4G
USG02231,CUS0157,2023-11-14,60.34,5017,1,0,3G
USG02232,CUS0305,2023-09-15,21.12,497,70,0,4G
USG02233,CUS0156,2023-09-02,16.88,528,47,0,4G
USG02234,CUS0453,2023-04-14,7.6,144,51,0,5G
USG02235,CUS0442,2023-01-23,2.6,62,9,0,4G
USG02236,CUS0334,2023-08-06,20.57,502,39,0,4G
USG02237,CUS0082,2023-07-18,1.7,81,22,1,3G
USG02238,CUS0431,2023-02-09,65.11,5108,43,0,5G
USG02239,CUS0060,2023-12-16,18.59,540,13,0,5G
USG02240,CUS0454,2023-02-10,19.21,495,21,0,4G
USG02241,CUS0377,2023-03-01,0.73,9,39,0,4G
USG02242,CUS0101,2023-08-22,0.66,16,38,0,4G
USG02243,CUS0072,2023-12-08,6.3,144,58,0,4G
USG02244,CUS0243,2023-12-17,17.5,421,33,0,3G
USG02245,CUS0357,2023-11-30,4.06,199,41,0,4G
USG02246,CUS0210,2023-12-27,1.2,90,22,0,4G
USG02247,CUS0086,2023-12-03,59.11,4894,10,0,4G
USG02248,CUS0282,2023-08-31,17.2,603,6,0,4G
USG02249,CUS0373,2023-01-21,5.85,111,40,0,4G
USG02250,CUS0076,2023-11-20,0.18,53,37,0,4G
USG02251,CUS0102,2023-11-18,59.01,4990,25,0,3G
USG02252,CUS0316,2023-04-05,61.02,5036,44,0,3G
USG02253,CUS0429,2023-11-13,18.84,441,21,0,4G
USG02254,CUS0200,2023-01-28,2.8,62,46,0,5G
USG02255,CUS0263,2023-08-09,15.53,447,13,0,4G
USG02256,CUS0318,2023-08-21,60.57,4962,12,0,3G
USG02257,CUS0232,2023-09-10,6.65,125,8,1,4G
USG02258,CUS0457,2023-07-23,2.59,53,39,0,4G
USG02259,CUS0405,2023-06-12,7.08,114,24,0,4G
USG02260,CUS0163,2023-06-27,0.33,68,29,0,5G
USG02261,CUS0260,2023-04-10,3.79,27,29,0,5G
USG02262,CUS0407,2023-01-23,4.27,21,5,0,3G
USG02263,CUS0067,2023-07-20,1.9,72,48,0,4G
USG02264,CUS0313,2023-01-29,19.6,558,20,0,4G
USG02265,CUS0209,2023-04-06,1.81,91,6,0,5G
USG02266,CUS0156,2023-03-02,15.54,465,48,1,4G
USG02267,CUS0189,2023-08-02,2.03,45,18,0,4G
USG02268,CUS0356,2023-02-18,16.91,503,33,0,3G
USG02269,CUS0408,2023-05-12,5.97,95,50,0,4G
USG02270,CUS0498,2023-11-12,3.75,1,26,0,4G
USG02271,CUS0189,2023-12-20,2.6,48,38,0,4G
USG02272,CUS0271,2023-02-19,5.12,230,8,0,3G
USG02273,CUS0163,2023-08-04,2.32,130,15,0,3G
USG02274,CUS0213,2023-03-19,3.13,76,17,0,5G
USG02275,CUS0082,2023-11-05,2.08,140,21,0,4G
USG02276,CUS0376,2023-12-20,5.14,14,1,0,4G
USG02277,CUS0377,2023-06-10,0.15,21,41,0,5G
USG02278,CUS0045,2023-11-25,61.65,5111,43,0,4G
USG02279,CUS0133,2023-08-23,6.16,73,55,0,4G
USG02280,CUS0413,2023-08-02,0.93,56,48,0,4G
USG02281,CUS0111,2023-08-05,19.84,474,29,0,4G
USG02282,CUS0088,2023-04-01,1.78,49,10,0,4G
USG02283,CUS0412,2023-10-19,3.67,75,43,0,3G
USG02284,CUS0203,2023-11-25,19.15,526,45,0,5G
USG02285,CUS0351,2023-12-16,60.16,4907,54,0,3G
USG02286,CUS0169,2023-01-11,16.62,553,40,0,5G
USG02287,CUS0436,2023-07-03,1.35,39,35,0,5G
USG02288,CUS0076,2023-07-13,2.21,61,27,0,3G
USG02289,CUS0447,2023-02-11,18.59,535,21,0,4G
USG02290,CUS0205,2023-06-30,6.48,73,14,0,3G
USG02291,CUS0143,2023-06-18,14.72,485,37,0,5G
USG02292,CUS0433,2023-06-08,1.94,46,45,0,5G
USG02293,CUS0344,2023-02-25,0.15,36,20,0,3G
USG02294,CUS0346,2023-07-15,21.0,510,69,0,3G
USG02295,CUS0227,2023-02-20,61.88,4985,37,0,5G
USG02296,CUS0045,2023-01-10,62.59,4950,20,0,4G
USG02297,CUS0100,2023-03-15,17.95,482,25,0,3G
USG02298,CUS0042,2023-04-26,5.05,69,24,0,4G
USG02299,CUS0220,2023-04-21,17.28,423,45,0,4G
USG02300,CUS0078,2023-01-06,4.83,353,38,0,4G
USG02301,CUS0452,2023-05-12,0.72,8,21,0,4G
USG02302,CUS0214,2023-10-29,60.78,4966,42,0,4G
USG02303,CUS0333,2023-07-01,1.93,62,39,0,4G
USG02304,CUS0390,2023-08-08,18.04,463,6,0,5G
USG02305,CUS0094,2023-01-29,14.95,474,42,0,5G
USG02306,CUS0025,2023-04-29,18.0,441,47,0,3G
USG02307,CUS0287,2023-01-19,58.16,4933,11,0,4G
USG02308,CUS0361,2023-03-21,58.74,4994,6,1,4G
USG02309,CUS0049,2023-10-11,1.26,84,34,0,4G
USG02310,CUS0210,2023-11-17,2.69,102,30,0,4G
USG02311,CUS0412,2023-01-31,5.15,47,28,0,4G
USG02312,CUS0450,2023-11-03,20.46,522,26,0,4G
USG02313,CUS0200,2023-08-26,1.76,6,42,0,5G
USG02314,CUS0123,2023-06-05,0.18,54,54,0,4G
USG02315,CUS0344,2023-12-20,3.25,74,37,0,3G
USG02316,CUS0260,2023-08-21,2.04,155,5,0,4G
USG02317,CUS0244,2023-12-22,5.14,103,37,1,3G
USG02318,CUS0096,2023-08-04,5.65,155,66,0,3G
USG02319,CUS0365,2023-09-03,1.12,78,22,0,3G
USG02320,CUS0349,2023-02-03,58.72,4942,57,0,4G
USG02321,CUS0132,2023-12-10,1.47,3,73,0,3G
USG02322,CUS0227,2023-08-16,60.74,5002,25,0,4G
USG02323,CUS0013,2023-07-27,1.55,51,49,0,5G
USG02324,CUS0259,2023-10-14,0.14,33,61,1,3G
USG02325,CUS0291,2023-10-01,0.08,72,73,0,4G
USG02326,CUS0446,2023-03-20,1.0,26,13,0,5G
USG02327,CUS0455,2023-05-19,13.8,574,41,0,3G
USG02328,CUS0434,2023-05-29,0.09,56,19,0,3G
USG02329,CUS0342,2023-11-17,15.3,464,15,0,4G
USG02330,CUS0499,2023-08-05,16.13,560,13,0,4G
USG02331,CUS0006,2023-05-25,3.94,160,38,1,3G
USG02332,CUS0462,2023-06-26,9.14,165,3,0,5G
USG02333,CUS0048,2023-11-16,58.3,5053,17,0,5G
USG02334,CUS0182,2023-02-04,2.7,166,2,0,4G
USG02335,CUS0246,2023-05-17,1.06,48,29,1,4G
USG02336,CUS0113,2023-05-25,7.67,57,41,0,3G
USG02337,CUS0375,2023-11-24,59.52,4902,25,0,4G
USG02338,CUS0352,2023-02-27,2.7,161,17,0,4G
USG02339,CUS0135,2023-01-22,19.32,423,50,0,4G
USG02340,CUS0348,2023-10-10,0.76,119,4,0,4G
USG02341,CUS0177,2023-05-01,57.81,4901,63,0,3G
USG02342,CUS0172,2023-03-28,17.1,395,15,0,4G
USG02343,CUS0268,2023-07-08,7.59,186,38,0,4G
USG02344,CUS0220,2023-10-05,15.44,489,8,0,4G
USG02345,CUS0261,2023-03-26,3.09,183,46,0,4G
USG02346,CUS0103,2023-10-10,17.53,394,11,0,4G
USG02347,CUS0423,2023-04-25,5.24,240,17,0,5G
USG02348,CUS0069,2023-03-13,57.16,4930,13,0,4G
USG02349,CUS0156,2023-08-11,16.92,484,67,0,5G
USG02350,CUS0363,2023-06-14,0.56,94,49,0,5G
USG02351,CUS0396,2023-12-14,16.47,454,18,0,4G
USG02352,CUS0197,2023-06-18,6.56,156,38,0,3G
USG02353,CUS0344,2023-12-13,1.1,62,8,0,5G
USG02354,CUS0153,2023-01-24,3.9,113,20,0,4G
USG02355,CUS0426,2023-06-27,2.65,78,53,0,3G
USG02356,CUS0217,2023-03-10,2.79,122,51,1,3G
USG02357,CUS0500,2023-05-09,3.46,158,41,0,5G
USG02358,CUS0182,2023-06-01,1.12,41,35,0,3G
USG02359,CUS0211,2023-01-02,60.78,4990,23,0,4G
USG02360,CUS0228,2023-09-02,1.68,12,73,0,3G
USG02361,CUS0150,2023-01-16,1.57,86,46,0,4G
USG02362,CUS0246,2023-01-25,0.19,46,30,0,3G
USG02363,CUS0031,2023-10-21,7.72,147,35,0,4G
USG02364,CUS0328,2023-05-02,1.54,194,29,0,4G
USG02365,CUS0152,2023-02-22,4.28,74,30,0,4G
USG02366,CUS0110,2023-01-16,17.14,510,38,0,4G
USG02367,CUS0141,2023-08-29,15.77,504,16,0,4G
USG02368,CUS0342,2023-10-28,16.65,445,25,1,3G
USG02369,CUS0324,2023-11-06,16.62,459,23,0,4G
USG02370,CUS0422,2023-02-12,0.71,136,42,0,4G
USG02371,CUS0168,2023-09-11,0.13,47,11,0,5G
USG02372,CUS0096,2023-12-11,6.2,61,28,0,3G
USG02373,CUS0335,2023-01-16,6.23,128,44,1,3G
USG02374,CUS0212,2023-08-25,58.43,5006,40,0,5G
USG02375,CUS0237,2023-12-16,2.81,58,62,0,3G
USG02376,CUS0170,2023-03-18,2.12,67,16,1,4G
USG02377,CUS0086,2023-11-04,60.14,4968,69,1,4G
USG02378,CUS0371,2023-11-19,60.72,4955,46,0,4G
USG02379,CUS0383,2023-06-19,8.13,116,33,0,4G
USG02380,CUS0441,2023-10-06,6.61,62,36,0,4G
USG02381,CUS0358,2023-04-27,12.03,149,7,0,3G
USG02382,CUS0060,2023-08-28,16.17,508,45,0,4G
USG02383,CUS0375,2023-07-05,58.31,4881,40,0,4G
USG02384,CUS0075,2023-05-16,1.38,30,12,0,5G
USG02385,CUS0225,2023-05-04,2.75,20,4,0,4G
USG02386,CUS0103,2023-12-25,16.06,473,1,0,4G
USG02387,CUS0069,2023-04-24,58.98,5065,46,1,5G
USG02388,CUS0324,2023-02-11,19.92,556,32,0,4G
USG02389,CUS0281,2023-08-08,6.71,48,44,0,3G
USG02390,CUS0336,2023-09-17,7.2,163,34,0,5G
USG02391,CUS0032,2023-08-21,0.3,32,0,0,5G
USG02392,CUS0057,2023-08-22,5.06,134,17,0,3G
USG02393,CUS0023,2023-03-13,62.23,4950,36,0,4G
USG02394,CUS0280,2023-08-12,18.38,489,40,0,3G
USG02395,CUS0089,2023-09-08,2.55,37,55,0,4G
USG02396,CUS0129,2023-08-11,59.72,5035,9,0,4G
USG02397,CUS0107,2023-05-26,58.23,5009,74,0,4G
USG02398,CUS0158,2023-05-21,3.55,80,15,0,4G
USG02399,CUS0241,2023-05-07,59.15,5003,50,0,4G
USG02400,CUS0474,2023-05-31,1.48,94,30,0,4G
USG02401,CUS0342,2023-08-14,16.9,472,39,0,5G
USG02402,CUS0415,2023-09-28,2.16,137,34,0,4G
USG02403,CUS0277,2023-07-25,0.39,35,15,0,3G
USG02404,CUS0212,2023-06-27,60.73,5018,62,0,4G
USG02405,CUS0276,2023-08-28,58.83,5038,28,0,4G
USG02406,CUS0310,2023-08-10,14.04,434,35,0,4G
USG02407,CUS0416,2023-09-16,59.35,4962,51,0,3G
USG02408,CUS0390,2023-03-09,17.62,518,45,0,3G
USG02409,CUS0055,2023-06-06,59.17,5038,11,0,4G
USG02410,CUS0332,2023-06-21,0.63,125,55,0,4G
USG02411,CUS0216,2023-06-20,2.06,12,23,0,5G
USG02412,CUS0196,2023-10-21,16.25,447,33,0,3G
USG02413,CUS0099,2023-03-17,5.14,218,0,0,3G
USG02414,CUS0167,2023-12-29,0.36,39,5,1,3G
USG02415,CUS0269,2023-09-03,5.45,151,38,0,4G
USG02416,CUS0035,2023-10-11,2.85,95,30,0,5G
USG02417,CUS0021,2023-08-18,4.21,70,41,0,4G
USG02418,CUS0440,2023-04-07,13.04,581,45,0,4G
USG02419,CUS0272,2023-08-11,6.59,171,43,0,4G
USG02420,CUS0237,2023-11-18,0.61,166,24,0,4G
USG02421,CUS0384,2023-07-05,1.21,137,32,0,5G
USG02422,CUS0253,2023-10-25,60.63,5068,72,0,3G
USG02423,CUS0479,2023-10-18,0.51,35,2,0,5G
USG02424,CUS0053,2023-10-17,60.04,5096,14,0,4G
USG02425,CUS0391,2023-04-30,58.21,4899,4,0,4G
USG02426,CUS0144,2023-11-01,3.4,150,35,0,4G
USG02427,CUS0012,2023-05-05,14.03,524,55,0,4G
USG02428,CUS0159,2023-06-07,3.44,14,45,0,4G
USG02429,CUS0380,2023-09-17,4.98,83,2,0,4G
USG02430,CUS0091,2023-04-29,1.14,39,41,0,4G
USG02431,CUS0207,2023-02-15,1.75,59,52,0,4G
USG02432,CUS0353,2023-10-29,4.11,279,37,0,3G
USG02433,CUS0312,2023-04-28,3.18,204,49,0,4G
USG02434,CUS0394,2023-12-08,56.62,4983,56,0,4G
USG02435,CUS0498,2023-10-11,1.22,84,36,0,5G
USG02436,CUS0343,2023-09-04,21.8,576,21,0,4G
USG02437,CUS0315,2023-07-13,57.16,4978,31,0,5G
USG02438,CUS0349,2023-12-05,59.92,4972,10,0,4G
USG02439,CUS0223,2023-02-24,62.46,4975,15,0,5G
USG02440,CUS0177,2023-09-09,60.39,5006,29,0,4G
USG02441,CUS0093,2023-09-08,2.93,30,34,0,4G
USG02442,CUS0122,2023-01-15,3.78,32,32,0,4G
USG02443,CUS0221,2023-11-10,61.26,5029,30,0,3G
USG02444,CUS0133,2023-07-24,1.84,23,30,0,4G
USG02445,CUS0074,2023-01-09,17.41,481,19,0,4G
