bill_id,customer_id,bill_date,base_fee,overuse_charges,total_amount,paid,days_to_pay
BIL00804,CUS0129,2023-02-27,799,88.74,887.74,1,14.0
BIL00805,CUS0352,2023-09-22,50,31.96,81.96,1,26.0
BIL00806,CUS0023,2023-05-06,799,24.62,823.62,1,2.0
BIL00807,CUS0171,2023-11-02,199,13.64,212.64,1,28.0
BIL00808,CUS0307,2023-12-05,499,70.42,569.42,1,22.0
BIL00809,CUS0145,2023-05-03,799,62.27,861.27,1,18.0
BIL00810,CUS0040,2023-07-16,0,96.61,96.61,1,15.0
BIL00811,CUS0324,2023-02-06,499,136.62,635.62,1,20.0
BIL00812,CUS0269,2023-02-14,50,47.54,97.54,1,7.0
BIL00813,CUS0109,2023-07-01,499,8.12,507.12,1,14.0
BIL00814,CUS0108,2023-12-24,0,66.66,66.66,1,11.0
BIL00815,CUS0343,2023-06-07,499,29.72,528.72,0,
BIL00816,CUS0445,2023-09-03,199,28.85,227.85,1,9.0
BIL00817,CUS0154,2023-09-02,499,31.28,530.28,0,
BIL00818,CUS0478,2023-08-16,499,17.39,516.39,1,30.0
BIL00819,CUS0475,2023-11-17,199,67.81,266.81,1,30.0
BIL00820,CUS0092,2023-07-11,799,6.87,805.87,0,
BIL00821,CUS0417,2023-02-23,0,25.28,25.28,1,10.0
BIL00822,CUS0252,2023-01-07,499,22.02,521.02,1,17.0
BIL00823,CUS0108,2023-12-15,0,91.51,91.51,1,11.0
BIL00824,CUS0223,2023-04-19,799,39.92,838.92,1,20.0
BIL00825,CUS0303,2023-10-26,499,58.72,557.72,1,8.0
BIL00826,CUS0318,2023-01-28,799,10.9,809.9,1,29.0
BIL00827,CUS0356,2023-05-01,499,10.38,509.38,1,5.0
BIL00828,CUS0097,2023-04-30,199,12.29,211.29,1,9.0
BIL00829,CUS0024,2023-07-04,799,18.97,817.97,1,1.0
BIL00830,CUS0272,2023-08-26,199,134.85,333.85,1,11.0
BIL00831,CUS0401,2023-06-26,0,42.95,42.95,1,14.0
BIL00832,CUS0136,2023-10-20,50,14.46,64.46,1,30.0
BIL00833,CUS0097,2023-06-05,199,6.9,205.9,1,18.0
BIL00834,CUS0163,2023-05-25,0,58.16,58.16,1,5.0
BIL00835,CUS0456,2023-03-31,799,37.37,836.37,1,23.0
BIL00836,CUS0177,2023-01-12,799,30.33,829.33,1,28.0
BIL00837,CUS0434,2023-03-23,0,13.64,13.64,1,20.0
BIL00838,CUS0200,2023-05-01,50,10.31,60.31,1,4.0
BIL00839,CUS0112,2023-02-20,799,65.12,864.12,1,21.0
BIL00840,CUS0348,2023-01-25,0,74.33,74.33,1,11.0
BIL00841,CUS0480,2023-11-21,499,42.64,541.64,1,26.0
BIL00842,CUS0443,2023-06-07,50,110.69,160.69,1,9.0
BIL00843,CUS0362,2023-04-30,0,56.59,56.59,1,12.0
BIL00844,CUS0005,2023-04-05,799,13.03,812.03,1,17.0
BIL00845,CUS0478,2023-06-12,499,23.08,522.08,1,30.0
BIL00846,CUS0100,2023-06-21,499,47.4,546.4,1,14.0
BIL00847,CUS0246,2023-07-04,50,23.35,73.35,1,20.0
BIL00848,CUS0048,2023-01-10,799,28.9,827.9,1,14.0
BIL00849,CUS0345,2023-09-07,50,77.04,127.04,1,13.0
BIL00850,CUS0362,2023-10-14,0,123.67,123.67,1,20.0
BIL00851,CUS0090,2023-12-28,499,17.16,516.16,1,23.0
BIL00852,CUS0330,2023-09-14,0,16.32,16.32,1,3.0
BIL00853,CUS0459,2023-01-29,0,7.06,7.06,1,2.0
BIL00854,CUS0286,2023-01-12,799,15.79,814.79,0,
BIL00855,CUS0012,2023-05-04,499,111.13,610.13,1,16.0
BIL00856,CUS0393,2023-03-13,199,16.99,215.99,1,11.0
BIL00857,CUS0109,2023-12-31,499,16.97,515.97,1,10.0
BIL00858,CUS0410,2023-03-29,0,90.81,90.81,1,23.0
BIL00859,CUS0349,2023-02-05,799,46.7,845.7,1,12.0
BIL00860,CUS0198,2023-12-26,799,29.64,828.64,1,14.0
BIL00861,CUS0152,2023-01-19,199,23.24,222.24,1,17.0
BIL00862,CUS0175,2023-06-18,0,32.78,32.78,1,27.0
BIL00863,CUS0380,2023-10-26,199,62.02,261.02,1,18.0
BIL00864,CUS0497,2023-09-07,199,31.83,230.83,1,26.0
BIL00865,CUS0279,2023-09-05,0,48.7,48.7,1,16.0
BIL00866,CUS0221,2023-03-13,799,15.89,814.89,1,15.0
BIL00867,CUS0381,2023-03-31,799,97.59,896.59,1,20.0
BIL00868,CUS0021,2023-06-18,50,2.24,52.24,1,17.0
BIL00869,CUS0391,2023-08-21,799,45.57,844.57,1,23.0
BIL00870,CUS0430,2023-12-05,50,12.34,62.34,1,30.0
BIL00871,CUS0481,2023-07-08,799,59.4,858.4,1,18.0
BIL00872,CUS0195,2023-06-26,50,9.45,59.45,0,
BIL00873,CUS0464,2023-12-03,199,115.72,314.72,1,15.0
BIL00874,CUS0056,2023-08-22,799,17.5,816.5,0,
BIL00875,CUS0118,2023-07-09,0,34.88,34.88,1,24.0
BIL00876,CUS0136,2023-12-10,50,36.03,86.03,0,
BIL00877,CUS0455,2023-10-03,499,12.26,511.26,1,1.0
BIL00878,CUS0403,2023-08-07,499,48.81,547.81,0,
BIL00879,CUS0156,2023-12-20,499,27.05,526.05,1,28.0
BIL00880,CUS0296,2023-10-27,199,84.44,283.44,1,26.0
BIL00881,CUS0321,2023-08-29,499,79.0,578.0,1,12.0
BIL00882,CUS0212,2023-04-06,799,99.97,898.97,1,15.0
BIL00883,CUS0069,2023-06-07,799,17.91,816.91,1,22.0
BIL00884,CUS0124,2023-08-19,50,46.48,96.48,1,22.0
BIL00885,CUS0001,2023-09-10,199,25.52,224.52,1,21.0
BIL00886,CUS0368,2023-10-14,799,47.97,846.97,1,1.0
BIL00887,CUS0496,2023-01-22,199,53.07,252.07,1,14.0
BIL00888,CUS0332,2023-03-22,50,56.29,106.29,1,30.0
BIL00889,CUS0205,2023-04-29,199,61.4,260.4,1,6.0
BIL00890,CUS0291,2023-09-27,0,32.53,32.53,1,19.0
BIL00891,CUS0096,2023-10-26,199,108.88,307.88,0,
BIL00892,CUS0439,2023-08-25,199,42.67,241.67,0,
BIL00893,CUS0298,2023-10-09,799,4.38,803.38,1,17.0
BIL00894,CUS0015,2023-05-24,199,83.7,282.7,0,
BIL00895,CUS0450,2023-06-22,499,10.4,509.4,1,25.0
BIL00896,CUS0031,2023-05-14,199,4.42,203.42,1,5.0
BIL00897,CUS0456,2023-10-03,799,64.0,863.0,1,16.0
BIL00898,CUS0347,2023-03-04,199,68.17,267.17,1,15.0
BIL00899,CUS0302,2023-02-17,0,48.86,48.86,1,28.0
BIL00900,CUS0419,2023-11-23,199,94.33,293.33,1,8.0
BIL00901,CUS0105,2023-06-17,199,16.89,215.89,1,2.0
BIL00902,CUS0359,2023-02-27,0,141.41,141.41,1,21.0
BIL00903,CUS0153,2023-03-02,199,2.21,201.21,0,
BIL00904,CUS0370,2023-05-24,499,43.24,542.24,1,6.0
BIL00905,CUS0364,2023-05-10,0,12.54,12.54,1,18.0
BIL00906,CUS0485,2023-01-03,0,76.49,76.49,1,2.0
BIL00907,CUS0452,2023-11-18,50,23.91,73.91,1,19.0
BIL00908,CUS0020,2023-05-16,799,64.24,863.24,1,18.0
BIL00909,CUS0440,2023-04-21,499,16.95,515.95,1,2.0
BIL00910,CUS0042,2023-08-11,50,44.05,94.05,1,28.0
BIL00911,CUS0405,2023-03-02,199,51.8,250.8,1,16.0
BIL00912,CUS0194,2023-05-30,799,58.09,857.09,1,21.0
BIL00913,CUS0129,2023-02-26,799,2.66,801.66,1,1.0
BIL00914,CUS0284,2023-10-05,499,63.95,562.95,1,10.0
BIL00915,CUS0095,2023-04-24,799,7.32,806.32,1,21.0
BIL00916,CUS0127,2023-05-19,499,17.33,516.33,1,6.0
BIL00917,CUS0369,2023-04-16,499,69.93,568.93,1,2.0
BIL00918,CUS0066,2023-01-17,199,8.71,207.71,1,12.0
BIL00919,CUS0285,2023-04-24,50,24.06,74.06,1,28.0
BIL00920,CUS0497,2023-10-03,199,47.33,246.33,0,
BIL00921,CUS0411,2023-03-03,799,28.76,827.76,1,20.0
BIL00922,CUS0234,2023-08-28,0,43.42,43.42,1,18.0
BIL00923,CUS0213,2023-09-17,0,18.12,18.12,1,21.0
BIL00924,CUS0034,2023-02-08,799,4.9,803.9,1,4.0
BIL00925,CUS0069,2023-12-22,799,14.64,813.64,1,3.0
BIL00926,CUS0475,2023-09-19,199,39.4,238.4,1,18.0
BIL00927,CUS0278,2023-03-14,199,39.07,238.07,1,6.0
BIL00928,CUS0226,2023-12-01,0,48.68,48.68,1,29.0
BIL00929,CUS0147,2023-08-30,0,46.39,46.39,1,25.0
BIL00930,CUS0443,2023-12-05,50,86.16,136.16,1,26.0
BIL00931,CUS0203,2023-02-26,499,0.69,499.69,1,2.0
BIL00932,CUS0429,2023-07-04,499,35.21,534.21,1,29.0
BIL00933,CUS0261,2023-11-07,199,27.59,226.59,1,5.0
BIL00934,CUS0146,2023-11-09,499,62.92,561.92,1,11.0
BIL00935,CUS0092,2023-07-30,799,41.42,840.42,1,18.0
BIL00936,CUS0429,2023-04-19,499,50.73,549.73,1,14.0
BIL00937,CUS0071,2023-10-31,799,23.96,822.96,0,
BIL00938,CUS0456,2023-06-25,799,51.57,850.57,1,23.0
BIL00939,CUS0194,2023-12-07,799,24.6,823.6,0,
BIL00940,CUS0281,2023-05-03,199,64.44,263.44,1,15.0
BIL00941,CUS0235,2023-10-31,199,43.27,242.27,1,14.0
BIL00942,CUS0083,2023-07-01,50,9.75,59.75,1,27.0
BIL00943,CUS0048,2023-10-04,799,77.29,876.29,1,17.0
BIL00944,CUS0351,2023-12-13,799,37.11,836.11,1,2.0
BIL00945,CUS0344,2023-12-23,50,112.77,162.77,0,
BIL00946,CUS0285,2023-02-06,50,26.03,76.03,1,17.0
BIL00947,CUS0487,2023-09-15,799,13.43,812.43,0,
BIL00948,CUS0186,2023-02-02,499,9.51,508.51,1,11.0
BIL00949,CUS0223,2023-03-23,799,42.5,841.5,0,
BIL00950,CUS0278,2023-05-09,199,52.14,251.14,1,19.0
BIL00951,CUS0359,2023-02-25,0,52.0,52.0,1,15.0
BIL00952,CUS0320,2023-11-12,50,10.76,60.76,0,
BIL00953,CUS0261,2023-02-20,199,51.41,250.41,1,28.0
BIL00954,CUS0410,2023-09-28,0,26.9,26.9,1,7.0
BIL00955,CUS0075,2023-05-05,50,47.85,97.85,1,8.0
BIL00956,CUS0390,2023-11-01,499,46.37,545.37,1,2.0
BIL00957,CUS0157,2023-03-17,799,39.17,838.17,1,20.0
BIL00958,CUS0024,2023-07-04,799,25.65,824.65,1,1.0
BIL00959,CUS0184,2023-08-06,499,50.86,549.86,1,23.0
BIL00960,CUS0390,2023-07-14,499,25.68,524.68,1,23.0
BIL00961,CUS0345,2023-06-21,50,97.67,147.67,1,8.0
BIL00962,CUS0409,2023-01-02,799,8.33,807.33,1,21.0
BIL00963,CUS0363,2023-12-24,0,25.97,25.97,1,22.0
BIL00964,CUS0102,2023-11-25,799,14.95,813.95,1,28.0
BIL00965,CUS0129,2023-11-26,799,2.38,801.38,1,24.0
BIL00966,CUS0216,2023-03-15,0,59.56,59.56,1,30.0
BIL00967,CUS0070,2023-09-12,199,5.0,204.0,1,18.0
BIL00968,CUS0084,2023-01-30,50,31.54,81.54,1,23.0
BIL00969,CUS0253,2023-07-29,799,41.51,840.51,1,30.0
BIL00970,CUS0054,2023-10-28,799,55.24,854.24,1,5.0
BIL00971,CUS0349,2023-09-13,799,11.46,810.46,0,
BIL00972,CUS0221,2023-01-01,799,24.73,823.73,1,11.0
BIL00973,CUS0470,2023-02-27,50,1.95,51.95,1,18.0
BIL00974,CUS0409,2023-08-17,799,31.8,830.8,1,9.0
BIL00975,CUS0455,2023-07-27,499,67.97,566.97,1,17.0
BIL00976,CUS0368,2023-11-11,799,55.42,854.42,1,16.0
BIL00977,CUS0218,2023-11-02,199,60.89,259.89,0,
BIL00978,CUS0301,2023-12-15,499,27.99,526.99,1,12.0
BIL00979,CUS0192,2023-12-26,50,13.09,63.09,0,
BIL00980,CUS0177,2023-12-18,799,28.61,827.61,1,7.0
BIL00981,CUS0229,2023-11-05,199,60.64,259.64,1,22.0
BIL00982,CUS0011,2023-12-19,199,41.06,240.06,0,
BIL00983,CUS0099,2023-03-27,199,82.7,281.7,1,6.0
BIL00984,CUS0275,2023-05-21,50,32.21,82.21,1,23.0
BIL00985,CUS0497,2023-08-07,199,35.0,234.0,1,21.0
BIL00986,CUS0273,2023-09-06,0,30.24,30.24,1,28.0
BIL00987,CUS0185,2023-10-01,499,93.32,592.32,1,29.0
BIL00988,CUS0473,2023-12-29,50,48.92,98.92,1,7.0
BIL00989,CUS0395,2023-06-27,499,89.77,588.77,0,
BIL00990,CUS0293,2023-01-13,799,38.57,837.57,1,16.0
BIL00991,CUS0379,2023-02-13,0,15.49,15.49,1,23.0
BIL00992,CUS0265,2023-09-16,799,8.51,807.51,1,17.0
BIL00993,CUS0500,2023-11-17,50,15.91,65.91,1,26.0
BIL00994,CUS0281,2023-07-19,199,29.5,228.5,1,3.0
BIL00995,CUS0158,2023-05-13,199,43.72,242.72,1,19.0
BIL00996,CUS0444,2023-02-27,499,65.75,564.75,1,13.0
BIL00997,CUS0352,2023-12-01,50,25.96,75.96,1,17.0
BIL00998,CUS0110,2023-11-27,499,44.46,543.46,1,22.0
BIL00999,CUS0160,2023-10-05,799,41.6,840.6,1,21.0
BIL01000,CUS0167,2023-02-28,0,99.13,99.13,0,
BIL01001,CUS0415,2023-12-14,50,66.33,116.33,1,13.0
BIL01002,CUS0482,2023-08-24,499,9.36,508.36,1,15.0
BIL01003,CUS0379,2023-02-10,0,11.19,11.19,1,21.0
BIL01004,CUS0414,2023-06-26,0,57.83,57.83,1,19.0
BIL01005,CUS0359,2023-09-29,0,64.01,64.01,0,
BIL01006,CUS0442,2023-08-04,50,20.9,70.9,1,3.0
BIL01007,CUS0302,2023-05-16,0,10.85,10.85,1,27.0
BIL01008,CUS0354,2023-10-12,50,31.01,81.01,1,5.0
BIL01009,CUS0191,2023-07-29,0,77.45,77.45,1,13.0
BIL01010,CUS0012,2023-01-28,499,65.67,564.67,1,6.0
BIL01011,CUS0345,2023-09-13,50,47.82,97.82,1,3.0
BIL01012,CUS0216,2023-03-22,0,13.45,13.45,1,12.0
BIL01013,CUS0404,2023-02-18,799,7.1,806.1,1,19.0
BIL01014,CUS0221,2023-09-18,799,25.75,824.75,1,16.0
BIL01015,CUS0414,2023-11-11,0,105.98,105.98,1,4.0
BIL01016,CUS0076,2023-02-05,50,47.12,97.12,1,8.0
BIL01017,CUS0483,2023-09-16,799,73.74,872.74,1,8.0
BIL01018,CUS0372,2023-09-22,499,43.66,542.66,1,10.0
BIL01019,CUS0417,2023-01-28,0,10.93,10.93,1,11.0
BIL01020,CUS0205,2023-03-03,199,30.99,229.99,1,4.0
BIL01021,CUS0285,2023-11-12,50,11.63,61.63,1,15.0
BIL01022,CUS0159,2023-03-22,50,34.56,84.56,1,9.0
BIL01023,CUS0400,2023-01-09,499,95.88,594.88,0,
BIL01024,CUS0085,2023-07-25,799,19.28,818.28,1,19.0
BIL01025,CUS0003,2023-10-21,499,63.27,562.27,1,16.0
BIL01026,CUS0428,2023-01-21,499,47.47,546.47,1,8.0
BIL01027,CUS0444,2023-08-24,499,43.54,542.54,1,19.0
BIL01028,CUS0170,2023-03-21,0,0.32,0.32,1,1.0
BIL01029,CUS0432,2023-01-11,50,19.69,69.69,1,7.0
BIL01030,CUS0105,2023-03-05,199,79.38,278.38,1,18.0
BIL01031,CUS0298,2023-02-07,799,44.28,843.28,0,
BIL01032,CUS0314,2023-10-04,499,6.5,505.5,1,29.0
BIL01033,CUS0190,2023-07-04,799,0.68,799.68,1,5.0
BIL01034,CUS0129,2023-07-09,799,8.79,807.79,1,18.0
BIL01035,CUS0209,2023-10-28,50,12.92,62.92,0,
BIL01036,CUS0277,2023-04-29,0,47.03,47.03,1,25.0
BIL01037,CUS0266,2023-06-09,50,10.02,60.02,1,30.0
BIL01038,CUS0255,2023-10-16,199,15.37,214.37,1,4.0
BIL01039,CUS0178,2023-08-27,50,8.03,58.03,1,21.0
BIL01040,CUS0033,2023-08-04,0,11.64,11.64,1,4.0
BIL01041,CUS0047,2023-07-01,799,3.77,802.77,0,
BIL01042,CUS0125,2023-12-31,499,63.57,562.57,1,29.0
BIL01043,CUS0375,2023-11-03,799,36.06,835.06,1,9.0
BIL01044,CUS0177,2023-10-22,799,59.53,858.53,1,14.0
BIL01045,CUS0171,2023-12-11,199,28.22,227.22,1,29.0
BIL01046,CUS0496,2023-08-24,199,11.99,210.99,1,17.0
BIL01047,CUS0021,2023-02-04,50,54.64,104.64,1,26.0
BIL01048,CUS0138,2023-06-29,50,1.0,51.0,1,8.0
BIL01049,CUS0022,2023-09-20,499,19.89,518.89,1,22.0
BIL01050,CUS0306,2023-09-10,0,7.52,7.52,1,24.0
BIL01051,CUS0158,2023-09-03,199,45.48,244.48,1,23.0
BIL01052,CUS0203,2023-08-21,499,48.62,547.62,1,6.0
BIL01053,CUS0016,2023-06-05,799,5.43,804.43,1,25.0
BIL01054,CUS0056,2023-02-27,799,49.42,848.42,1,12.0
BIL01055,CUS0016,2023-09-22,799,30.34,829.34,1,25.0
BIL01056,CUS0456,2023-08-30,799,36.18,835.18,1,19.0
BIL01057,CUS0397,2023-11-01,50,16.34,66.34,1,29.0
BIL01058,CUS0459,2023-08-26,0,70.08,70.08,1,7.0
BIL01059,CUS0018,2023-08-22,50,33.19,83.19,1,7.0
BIL01060,CUS0313,2023-04-21,499,68.55,567.55,0,
BIL01061,CUS0295,2023-01-25,0,31.3,31.3,1,18.0
BIL01062,CUS0096,2023-04-03,199,2.6,201.6,0,
BIL01063,CUS0306,2023-02-22,0,71.64,71.64,1,3.0
BIL01064,CUS0378,2023-05-26,799,45.77,844.77,1,7.0
BIL01065,CUS0085,2023-08-22,799,60.25,859.25,1,16.0
BIL01066,CUS0325,2023-12-07,799,61.58,860.58,1,24.0
BIL01067,CUS0097,2023-08-20,199,8.52,207.52,1,6.0
BIL01068,CUS0452,2023-10-14,50,53.68,103.68,1,26.0
BIL01069,CUS0436,2023-04-20,0,99.04,99.04,1,17.0
BIL01070,CUS0195,2023-05-23,50,55.93,105.93,1,30.0
BIL01071,CUS0070,2023-10-14,199,9.85,208.85,1,25.0
BIL01072,CUS0317,2023-12-15,499,25.33,524.33,1,22.0
BIL01073,CUS0497,2023-08-17,199,19.43,218.43,1,6.0
BIL01074,CUS0086,2023-10-09,799,33.62,832.62,0,
BIL01075,CUS0329,2023-07-29,499,24.12,523.12,1,10.0
BIL01076,CUS0069,2023-04-19,799,67.14,866.14,1,5.0
BIL01077,CUS0061,2023-03-07,0,2.97,2.97,1,23.0
BIL01078,CUS0404,2023-11-19,799,60.94,859.94,1,20.0
BIL01079,CUS0077,2023-07-24,199,17.54,216.54,1,8.0
BIL01080,CUS0332,2023-05-11,50,63.23,113.23,1,28.0
BIL01081,CUS0007,2023-03-24,50,41.82,91.82,1,27.0
BIL01082,CUS0491,2023-01-10,0,49.97,49.97,1,5.0
BIL01083,CUS0360,2023-05-28,799,150.93,949.93,1,30.0
BIL01084,CUS0008,2023-11-06,799,15.36,814.36,1,25.0
BIL01085,CUS0188,2023-07-27,499,30.39,529.39,1,6.0
BIL01086,CUS0225,2023-07-07,0,46.17,46.17,1,20.0
BIL01087,CUS0257,2023-01-04,799,48.18,847.18,1,11.0
BIL01088,CUS0423,2023-12-12,199,32.9,231.9,1,15.0
BIL01089,CUS0424,2023-07-13,0,35.01,35.01,0,
BIL01090,CUS0218,2023-05-03,199,1.05,200.05,1,6.0
BIL01091,CUS0345,2023-09-23,50,29.23,79.23,1,3.0
BIL01092,CUS0058,2023-03-12,0,65.79,65.79,1,29.0
BIL01093,CUS0397,2023-07-30,50,4.2,54.2,1,14.0
BIL01094,CUS0167,2023-10-22,0,31.73,31.73,1,28.0
BIL01095,CUS0220,2023-04-01,499,71.96,570.96,0,
BIL01096,CUS0318,2023-05-25,799,75.51,874.51,1,10.0
BIL01097,CUS0074,2023-05-02,499,54.09,553.09,1,10.0
BIL01098,CUS0462,2023-07-24,199,10.16,209.16,1,27.0
BIL01099,CUS0209,2023-06-03,50,60.17,110.17,1,19.0
BIL01100,CUS0094,2023-08-28,499,2.52,501.52,1,29.0
BIL01101,CUS0146,2023-04-28,499,3.93,502.93,1,25.0
BIL01102,CUS0006,2023-05-14,199,23.37,222.37,1,17.0
BIL01103,CUS0037,2023-07-10,199,71.92,270.92,1,3.0
BIL01104,CUS0144,2023-08-16,199,48.64,247.64,1,9.0
BIL01105,CUS0490,2023-11-03,499,55.62,554.62,1,9.0
BIL01106,CUS0296,2023-02-02,199,20.14,219.14,1,2.0
BIL01107,CUS0198,2023-09-25,799,82.32,881.32,1,9.0
BIL01108,CUS0096,2023-07-30,199,23.61,222.61,1,18.0
BIL01109,CUS0420,2023-06-12,0,34.85,34.85,1,11.0
BIL01110,CUS0246,2023-07-15,50,69.23,119.23,1,5.0
BIL01111,CUS0132,2023-07-24,0,123.5,123.5,1,10.0
BIL01112,CUS0085,2023-12-14,799,77.37,876.37,1,5.0
BIL01113,CUS0500,2023-05-31,50,45.72,95.72,1,7.0
BIL01114,CUS0140,2023-01-01,0,36.55,36.55,1,26.0
BIL01115,CUS0469,2023-12-15,0,48.25,48.25,1,26.0
BIL01116,CUS0371,2023-07-12,799,3.79,802.79,1,6.0
BIL01117,CUS0036,2023-01-14,0,26.41,26.41,1,28.0
BIL01118,CUS0034,2023-12-19,799,11.09,810.09,1,10.0
BIL01119,CUS0068,2023-02-20,0,27.43,27.43,1,3.0
BIL01120,CUS0047,2023-12-26,799,22.42,821.42,1,7.0
BIL01121,CUS0057,2023-05-06,199,33.81,232.81,1,6.0
BIL01122,CUS0293,2023-07-08,799,39.02,838.02,1,23.0
BIL01123,CUS0064,2023-12-25,199,74.68,273.68,1,10.0
BIL01124,CUS0105,2023-03-17,199,0.38,199.38,1,3.0
BIL01125,CUS0488,2023-02-16,499,28.96,527.96,1,27.0
BIL01126,CUS0284,2023-02-06,499,76.58,575.58,1,14.0
BIL01127,CUS0256,2023-06-06,50,23.93,73.93,1,19.0
BIL01128,CUS0207,2023-03-23,50,60.01,110.01,1,24.0
BIL01129,CUS0109,2023-12-30,499,132.35,631.35,1,16.0
BIL01130,CUS0088,2023-02-13,0,22.76,22.76,1,12.0
BIL01131,CUS0221,2023-04-09,799,15.25,814.25,0,
BIL01132,CUS0464,2023-06-04,199,56.08,255.08,1,11.0
BIL01133,CUS0257,2023-11-23,799,89.54,888.54,1,26.0
BIL01134,CUS0116,2023-06-05,499,22.32,521.32,1,9.0
BIL01135,CUS0074,2023-02-27,499,82.92,581.92,1,17.0
BIL01136,CUS0295,2023-07-18,0,16.41,16.41,1,25.0
BIL01137,CUS0246,2023-09-02,50,25.15,75.15,1,19.0
BIL01138,CUS0499,2023-11-02,499,53.45,552.45,0,
BIL01139,CUS0457,2023-06-18,50,15.27,65.27,1,19.0
BIL01140,CUS0260,2023-11-16,50,56.34,106.34,1,26.0
BIL01141,CUS0495,2023-05-29,0,42.44,42.44,1,15.0
BIL01142,CUS0071,2023-03-26,799,14.82,813.82,1,24.0
BIL01143,CUS0489,2023-06-22,799,14.29,813.29,1,25.0
BIL01144,CUS0352,2023-12-02,50,0.25,50.25,1,20.0
BIL01145,CUS0100,2023-03-07,499,46.13,545.13,1,19.0
BIL01146,CUS0230,2023-07-08,199,145.41,344.41,1,16.0
BIL01147,CUS0180,2023-10-11,799,7.57,806.57,1,12.0
BIL01148,CUS0059,2023-10-08,0,72.45,72.45,0,
BIL01149,CUS0180,2023-12-19,799,10.76,809.76,0,
BIL01150,CUS0018,2023-04-27,50,72.19,122.19,1,27.0
BIL01151,CUS0362,2023-01-03,0,73.69,73.69,1,7.0
BIL01152,CUS0344,2023-07-14,50,47.05,97.05,1,2.0
BIL01153,CUS0041,2023-01-13,199,102.85,301.85,1,17.0
BIL01154,CUS0460,2023-04-14,0,8.75,8.75,1,9.0
BIL01155,CUS0361,2023-12-16,799,33.79,832.79,0,
BIL01156,CUS0093,2023-12-24,0,111.68,111.68,1,1.0
BIL01157,CUS0070,2023-09-03,199,19.99,218.99,0,
BIL01158,CUS0342,2023-01-25,499,63.11,562.11,1,23.0
BIL01159,CUS0106,2023-11-05,0,63.45,63.45,1,30.0
BIL01160,CUS0025,2023-03-03,499,64.23,563.23,1,4.0
BIL01161,CUS0197,2023-05-31,199,16.71,215.71,1,23.0
BIL01162,CUS0301,2023-09-21,499,3.42,502.42,1,28.0
BIL01163,CUS0262,2023-04-06,799,21.64,820.64,1,5.0
BIL01164,CUS0105,2023-11-20,199,5.64,204.64,1,8.0
BIL01165,CUS0063,2023-09-13,0,80.1,80.1,1,18.0
BIL01166,CUS0366,2023-02-07,499,32.3,531.3,1,25.0
BIL01167,CUS0139,2023-02-03,0,13.43,13.43,1,8.0
BIL01168,CUS0433,2023-09-07,0,92.36,92.36,1,16.0
BIL01169,CUS0359,2023-08-21,0,10.74,10.74,1,10.0
BIL01170,CUS0189,2023-01-22,0,17.0,17.0,1,16.0
BIL01171,CUS0237,2023-10-30,50,22.21,72.21,1,15.0
BIL01172,CUS0087,2023-10-23,499,80.37,579.37,1,19.0
BIL01173,CUS0032,2023-09-08,50,4.61,54.61,1,25.0
BIL01174,CUS0182,2023-10-28,50,20.64,70.64,1,10.0
BIL01175,CUS0145,2023-09-30,799,43.41,842.41,1,25.0
BIL01176,CUS0309,2023-04-02,50,70.19,120.19,1,14.0
BIL01177,CUS0025,2023-12-05,499,66.95,565.95,1,15.0
BIL01178,CUS0483,2023-11-12,799,0.62,799.62,1,18.0
BIL01179,CUS0026,2023-05-27,50,39.43,89.43,1,8.0
BIL01180,CUS0391,2023-08-25,799,28.98,827.98,1,26.0
BIL01181,CUS0477,2023-07-03,799,1.43,800.43,1,17.0
BIL01182,CUS0352,2023-11-13,50,52.26,102.26,1,11.0
BIL01183,CUS0371,2023-11-23,799,9.53,808.53,1,18.0
BIL01184,CUS0056,2023-04-29,799,91.48,890.48,1,22.0
BIL01185,CUS0203,2023-04-19,499,1.74,500.74,1,17.0
BIL01186,CUS0085,2023-11-17,799,19.36,818.36,1,17.0
BIL01187,CUS0222,2023-09-28,499,7.44,506.44,1,21.0
BIL01188,CUS0212,2023-01-11,799,38.96,837.96,1,5.0
BIL01189,CUS0170,2023-05-28,0,19.44,19.44,1,19.0
BIL01190,CUS0075,2023-02-16,50,44.12,94.12,1,8.0
BIL01191,CUS0476,2023-12-05,499,30.09,529.09,1,6.0
BIL01192,CUS0216,2023-10-12,0,27.1,27.1,1,13.0
BIL01193,CUS0447,2023-04-25,499,21.71,520.71,1,15.0
BIL01194,CUS0169,2023-08-16,499,88.09,587.09,1,25.0
BIL01195,CUS0057,2023-09-05,199,64.01,263.01,1,14.0
BIL01196,CUS0344,2023-02-18,50,40.24,90.24,1,24.0
BIL01197,CUS0476,2023-12-13,499,97.37,596.37,1,6.0
BIL01198,CUS0165,2023-01-11,0,0.75,0.75,1,1.0
BIL01199,CUS0162,2023-12-26,499,57.22,556.22,1,8.0
BIL01200,CUS0400,2023-01-31,499,72.41,571.41,1,3.0
BIL01201,CUS0079,2023-01-20,50,53.62,103.62,1,22.0
BIL01202,CUS0390,2023-10-09,499,4.07,503.07,1,25.0
BIL01203,CUS0002,2023-07-13,199,18.72,217.72,1,22.0
BIL01204,CUS0352,2023-12-19,50,96.82,146.82,1,24.0
BIL01205,CUS0071,2023-11-05,799,5.64,804.64,1,25.0
